UniqueID,biddable,startprice,condition,cellular,carrier,color,storage,productline,sold,noDescription,charCountDescription,upperCaseDescription,startprice_99end
11722,biddable,0.99,for parts or not working,Unknown,Unknown,Unknown,Unknown,Unknown,1,no description,13,2,99 ending
11723,biddable,0.99,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad mini,1,no description,100,5,99 ending
11724,not biddable,209.9,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad 1,0,no description,10,1,not a 99 ending
11725,not biddable,80,for parts or not working,Unknown,Unknown,Unknown,Unknown,iPad 2,1,no description,54,2,not a 99 ending
11726,biddable,0.99,for parts or not working,No cellular,None,Black,16/32/64 GB,iPad mini,1,no description,102,7,99 ending
11727,not biddable,52.99,for parts or not working,Cellular,AT&T,Black,16/32/64 GB,iPad 1,1,no description,55,1,99 ending
11728,not biddable,60,for parts or not working,No cellular,None,Black,16/32/64 GB,iPad mini,0,contains description,0,0,not a 99 ending
11729,biddable,0.99,for parts or not working,Unknown,Unknown,Unknown,Unknown,Unknown,1,no description,70,4,99 ending
11730,biddable,0.99,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad Air 1/2,1,no description,100,5,99 ending
11731,not biddable,69,for parts or not working,Unknown,Unknown,White,16/32/64 GB,Unknown,1,contains description,0,0,not a 99 ending
11732,biddable,9.99,for parts or not working,No cellular,None,White,16/32/64 GB,iPad mini,1,no description,101,4,99 ending
11733,not biddable,59.99,for parts or not working,Unknown,Unknown,Unknown,Unknown,iPad 1,0,no description,96,3,99 ending
11734,biddable,10,for parts or not working,No cellular,None,White,16/32/64 GB,iPad 3,1,contains description,0,0,not a 99 ending
11735,not biddable,99.95,for parts or not working,Cellular,Verizon,Unknown,16/32/64 GB,iPad 3,1,no description,94,8,not a 99 ending
11736,biddable,0.01,for parts or not working,No cellular,None,Space Gray,16/32/64 GB,iPad mini 2,1,contains description,0,0,not a 99 ending
11737,biddable,75,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad 2,1,no description,78,2,not a 99 ending
11738,not biddable,36.95,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad 1,1,no description,70,10,not a 99 ending
11739,not biddable,128,for parts or not working,No cellular,None,White,16/32/64 GB,iPad 3,0,no description,101,2,not a 99 ending
11740,not biddable,99.99,for parts or not working,No cellular,None,Black,Unknown,iPad mini,1,no description,100,7,99 ending
11741,biddable,99.99,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad mini,0,contains description,0,0,99 ending
11742,not biddable,100,for parts or not working,Unknown,Unknown,White,Unknown,iPad mini,0,contains description,0,0,not a 99 ending
11743,not biddable,130,for parts or not working,No cellular,None,Space Gray,16/32/64 GB,iPad mini,0,contains description,0,0,not a 99 ending
11744,biddable,0.99,for parts or not working,No cellular,None,Black,16/32/64 GB,iPad 4,1,no description,41,2,99 ending
11745,not biddable,99.99,for parts or not working,Cellular,Verizon,Unknown,16/32/64 GB,iPad 3,0,no description,87,3,99 ending
11746,biddable,155.99,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad 4,0,contains description,0,0,99 ending
11747,not biddable,119.99,for parts or not working,Cellular,Verizon,Unknown,16/32/64 GB,iPad 2,0,contains description,0,0,99 ending
11748,biddable,65,for parts or not working,Unknown,Unknown,Black,Unknown,Unknown,0,no description,47,2,not a 99 ending
11749,not biddable,65,for parts or not working,No cellular,None,Black,16/32/64 GB,iPad 2,0,contains description,0,0,not a 99 ending
11750,not biddable,165,for parts or not working,Unknown,Unknown,Unknown,16/32/64 GB,iPad mini,0,no description,100,2,not a 99 ending
11751,not biddable,66.99,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad 2,0,no description,99,18,99 ending
11752,not biddable,199,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad mini,0,no description,49,1,99 ending
11753,not biddable,55.66,for parts or not working,Cellular,Verizon,White,16/32/64 GB,iPad 1,1,no description,97,6,not a 99 ending
11754,not biddable,79,for parts or not working,Unknown,Unknown,Unknown,Unknown,iPad mini,0,no description,97,5,not a 99 ending
11755,not biddable,142.49,for parts or not working,Unknown,Unknown,Unknown,Unknown,iPad 2,0,contains description,0,0,not a 99 ending
11756,not biddable,85,for parts or not working,No cellular,None,Black,16/32/64 GB,iPad 2,0,no description,19,4,not a 99 ending
11757,biddable,99.99,for parts or not working,Cellular,Unknown,Unknown,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,99 ending
11758,biddable,0.99,for parts or not working,Cellular,Unknown,Black,16/32/64 GB,iPad 3,1,contains description,0,0,99 ending
11759,not biddable,59,for parts or not working,Unknown,Unknown,Unknown,Unknown,iPad Air 1/2,1,no description,65,26,not a 99 ending
11760,not biddable,99.95,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11761,not biddable,100,for parts or not working,Unknown,Unknown,Unknown,Unknown,Unknown,0,no description,13,1,not a 99 ending
11762,biddable,100,for parts or not working,No cellular,None,White,16/32/64 GB,iPad Air 1/2,1,no description,99,2,not a 99 ending
11763,not biddable,100,for parts or not working,Unknown,Unknown,Unknown,Unknown,Unknown,0,contains description,0,0,not a 99 ending
11764,not biddable,91,for parts or not working,Unknown,Unknown,Unknown,Unknown,Unknown,1,contains description,0,0,not a 99 ending
11765,biddable,500,for parts or not working,Unknown,Unknown,Unknown,Unknown,Unknown,0,contains description,0,0,not a 99 ending
11766,biddable,45,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad mini,1,contains description,0,0,not a 99 ending
11767,not biddable,19.99,for parts or not working,Unknown,Unknown,Unknown,Unknown,Unknown,0,no description,80,3,99 ending
11768,not biddable,155,for parts or not working,No cellular,None,White,16/32/64 GB,iPad mini 2,0,no description,42,1,not a 99 ending
11769,biddable,25,for parts or not working,No cellular,None,White,16/32/64 GB,Unknown,0,contains description,0,0,not a 99 ending
11770,not biddable,150,for parts or not working,Cellular,AT&T,White,16/32/64 GB,iPad 2,0,contains description,0,0,not a 99 ending
11771,not biddable,415,new,No cellular,None,White,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11772,not biddable,319.99,used,Unknown,Unknown,Space Gray,16/32/64 GB,iPad Air 1/2,0,no description,14,2,99 ending
11773,biddable,99,used,No cellular,None,White,16/32/64 GB,iPad mini,1,no description,98,3,99 ending
11774,not biddable,179.95,used,No cellular,None,Unknown,16/32/64 GB,iPad 3,0,contains description,0,0,not a 99 ending
11775,not biddable,104.99,used,Cellular,AT&T,Unknown,16/32/64 GB,iPad 1,0,no description,99,5,99 ending
11776,biddable,275,for parts or not working,Cellular,Unknown,Black,Unknown,iPad 1,1,no description,86,12,not a 99 ending
11777,biddable,325,new,Unknown,Unknown,White,16/32/64 GB,iPad mini3,0,contains description,0,0,not a 99 ending
11778,biddable,9.99,for parts or not working,Cellular,AT&T,Unknown,16/32/64 GB,iPad 3,1,no description,92,10,99 ending
11779,not biddable,379.99,used,No cellular,None,Unknown,16/32/64 GB,iPad mini,0,contains description,0,0,99 ending
11780,not biddable,279,for parts or not working,No cellular,None,Black,16/32/64 GB,iPad 2,0,contains description,0,0,not a 99 ending
11781,not biddable,264.99,refurbished,No cellular,None,White,16/32/64 GB,iPad 4,0,no description,101,78,99 ending
11782,not biddable,579.99,new,Cellular,AT&T,Unknown,128 GB,iPad Air 1/2,0,contains description,0,0,99 ending
11783,biddable,0.99,new,No cellular,None,Unknown,16/32/64 GB,iPad mini,1,contains description,0,0,99 ending
11784,not biddable,249.95,used,No cellular,None,Unknown,16/32/64 GB,iPad 4,1,no description,53,3,not a 99 ending
11785,biddable,19.95,for parts or not working,No cellular,None,White,16/32/64 GB,iPad 2,1,no description,96,5,not a 99 ending
11786,not biddable,379.99,new,No cellular,None,White,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,99 ending
11787,not biddable,149.95,used,No cellular,None,Unknown,16/32/64 GB,iPad mini 2,1,no description,97,4,not a 99 ending
11788,not biddable,149.95,refurbished,No cellular,None,Black,16/32/64 GB,iPad 2,0,contains description,0,0,not a 99 ending
11789,not biddable,309.95,used,Cellular,Verizon,Black,16/32/64 GB,iPad mini3,0,contains description,0,0,not a 99 ending
11790,not biddable,324.9,new,Cellular,AT&T,Black,16/32/64 GB,iPad 4,0,no description,96,5,not a 99 ending
11791,biddable,349.99,new,No cellular,None,White,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,99 ending
11792,not biddable,375,used,Cellular,Verizon,White,16/32/64 GB,iPad Air 1/2,0,no description,97,3,not a 99 ending
11793,not biddable,319.98,new,No cellular,None,White,16/32/64 GB,iPad mini 2,0,contains description,0,0,not a 99 ending
11794,not biddable,374.95,used,Cellular,Verizon,Black,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11795,not biddable,379.99,new,No cellular,None,Space Gray,16/32/64 GB,iPad mini3,0,contains description,0,0,99 ending
11796,biddable,80,used,Unknown,Unknown,Unknown,16/32/64 GB,Unknown,0,contains description,0,0,not a 99 ending
11797,not biddable,339,new,No cellular,None,White,16/32/64 GB,iPad mini Retina,1,contains description,0,0,not a 99 ending
11798,not biddable,509,used,Cellular,AT&T,Unknown,16/32/64 GB,iPad Air 1/2,0,no description,27,1,not a 99 ending
11799,not biddable,229,used,No cellular,None,Unknown,16/32/64 GB,iPad Air 1/2,0,no description,16,1,not a 99 ending
11800,not biddable,299.99,new,Cellular,Sprint/T-Mobile,Unknown,16/32/64 GB,iPad mini,0,contains description,0,0,99 ending
11801,not biddable,74.99,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad mini,0,no description,72,2,99 ending
11802,not biddable,250,used,No cellular,None,Space Gray,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,not a 99 ending
11803,not biddable,124.99,used,Cellular,Unknown,Black,16/32/64 GB,iPad 1,0,no description,100,76,99 ending
11804,not biddable,409.99,refurbished,Unknown,AT&T,White,Unknown,Unknown,1,no description,99,5,99 ending
11805,not biddable,219.99,used,Cellular,AT&T,Unknown,16/32/64 GB,iPad 4,1,contains description,0,0,99 ending
11806,not biddable,100,used,No cellular,None,Unknown,16/32/64 GB,iPad 1,0,contains description,0,0,not a 99 ending
11807,not biddable,199.99,used,Cellular,AT&T,Black,16/32/64 GB,iPad 3,1,no description,97,4,99 ending
11808,biddable,0.99,used,No cellular,None,Unknown,16/32/64 GB,iPad 4,1,contains description,0,0,99 ending
11809,biddable,49.99,used,Cellular,AT&T,Black,16/32/64 GB,iPad 1,1,no description,97,4,99 ending
11810,biddable,149.99,used,Cellular,Verizon,Black,16/32/64 GB,iPad 2,1,no description,97,4,99 ending
11811,not biddable,199.99,refurbished,Unknown,None,Black,Unknown,Unknown,0,no description,98,5,99 ending
11812,not biddable,36.95,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad 1,1,no description,70,10,not a 99 ending
11813,not biddable,298,new,Cellular,AT&T,Black,16/32/64 GB,iPad 3,0,no description,99,7,not a 99 ending
11814,not biddable,319.99,used,Unknown,Unknown,Unknown,Unknown,Unknown,1,no description,99,1,99 ending
11815,not biddable,209,refurbished,No cellular,None,Unknown,16/32/64 GB,iPad mini,0,no description,101,4,not a 99 ending
11816,not biddable,319.99,used,Unknown,Unknown,Unknown,Unknown,Unknown,1,no description,99,1,99 ending
11817,not biddable,419.99,used,Unknown,Unknown,Unknown,Unknown,Unknown,1,no description,96,2,99 ending
11818,not biddable,249,refurbished,Cellular,AT&T,White,16/32/64 GB,iPad 4,0,no description,26,2,not a 99 ending
11819,not biddable,249,refurbished,Unknown,Unknown,Unknown,Unknown,Unknown,0,no description,101,4,not a 99 ending
11820,not biddable,179.99,used,Cellular,AT&T,Unknown,16/32/64 GB,iPad mini,1,no description,99,1,99 ending
11821,not biddable,159.99,used,Unknown,Unknown,Unknown,Unknown,Unknown,1,no description,96,2,99 ending
11822,not biddable,279.99,used,Cellular,AT&T,Space Gray,16/32/64 GB,iPad Air 1/2,0,no description,48,9,99 ending
11823,not biddable,229,refurbished,Unknown,Unknown,Unknown,Unknown,Unknown,1,no description,97,2,not a 99 ending
11824,not biddable,129.95,for parts or not working,Cellular,AT&T,Black,16/32/64 GB,iPad mini,0,no description,100,80,not a 99 ending
11825,not biddable,244.95,refurbished,No cellular,None,White,16/32/64 GB,iPad 4,0,contains description,0,0,not a 99 ending
11826,not biddable,319,refurbished,Unknown,Unknown,Unknown,Unknown,Unknown,0,no description,97,2,not a 99 ending
11827,not biddable,289,refurbished,Unknown,Unknown,Unknown,Unknown,Unknown,0,no description,101,4,not a 99 ending
11828,not biddable,249.99,refurbished,No cellular,None,White,16/32/64 GB,iPad mini,0,no description,70,10,99 ending
11829,biddable,49.95,used,No cellular,None,White,16/32/64 GB,iPad mini,1,no description,34,1,not a 99 ending
11830,not biddable,85,used,No cellular,None,Unknown,16/32/64 GB,iPad 1,1,contains description,0,0,not a 99 ending
11831,biddable,0.99,refurbished,No cellular,None,White,16/32/64 GB,iPad 4,1,no description,99,76,99 ending
11832,not biddable,629,new,No cellular,None,Gold,128 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11833,not biddable,429,new,No cellular,None,White,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11834,not biddable,529,new,No cellular,None,White,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11835,not biddable,430,used,Unknown,Unknown,Unknown,Unknown,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11836,biddable,52.25,used,Unknown,Unknown,Unknown,Unknown,Unknown,0,contains description,0,0,not a 99 ending
11837,not biddable,90,refurbished,Cellular,AT&T,Black,16/32/64 GB,iPad 1,0,contains description,0,0,not a 99 ending
11838,not biddable,87,used,No cellular,None,Unknown,16/32/64 GB,Unknown,0,contains description,0,0,not a 99 ending
11839,biddable,50,used,No cellular,None,Black,16/32/64 GB,iPad 1,1,no description,100,12,not a 99 ending
11840,not biddable,249.99,used,Cellular,Sprint/T-Mobile,Space Gray,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,99 ending
11841,not biddable,139,used,No cellular,None,Black,16/32/64 GB,iPad 2,0,contains description,0,0,not a 99 ending
11842,not biddable,219.99,used,Unknown,None,Black,Unknown,iPad 3,0,no description,100,4,99 ending
11843,not biddable,329.99,new,No cellular,None,Unknown,16/32/64 GB,iPad mini 2,0,contains description,0,0,99 ending
11844,not biddable,36.95,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad 1,0,no description,70,10,not a 99 ending
11845,not biddable,400,new,No cellular,None,White,16/32/64 GB,iPad mini3,0,contains description,0,0,not a 99 ending
11846,not biddable,250,used,No cellular,None,Black,16/32/64 GB,iPad 4,0,no description,51,3,not a 99 ending
11847,not biddable,164.99,used,No cellular,None,White,16/32/64 GB,iPad 2,0,no description,99,4,99 ending
11848,not biddable,129.99,used,No cellular,None,Black,16/32/64 GB,iPad 1,0,no description,101,3,99 ending
11849,not biddable,164.99,used,No cellular,None,White,16/32/64 GB,iPad 2,0,no description,96,2,99 ending
11850,biddable,119.99,refurbished,No cellular,None,Black,16/32/64 GB,iPad mini,1,contains description,0,0,99 ending
11851,not biddable,219.95,used,Unknown,None,Black,Unknown,iPad 3,0,no description,97,8,not a 99 ending
11852,not biddable,59.99,for parts or not working,Cellular,Verizon,Unknown,16/32/64 GB,iPad 2,1,no description,95,3,99 ending
11853,not biddable,279,new,Unknown,Unknown,Unknown,Unknown,Unknown,0,contains description,0,0,not a 99 ending
11854,not biddable,319,used,Unknown,Unknown,White,Unknown,Unknown,0,contains description,0,0,not a 99 ending
11855,not biddable,424.99,used,No cellular,None,White,16/32/64 GB,iPad Air 1/2,1,no description,99,5,99 ending
11856,not biddable,89.5,used,Cellular,AT&T,Unknown,16/32/64 GB,iPad 1,0,no description,96,2,not a 99 ending
