"","carat","cut","color","clarity","depth","table","price","x","y","z","price_hilo"
"8479",0.39,"Very Good","E","VS2",62.7,59,794,4.64,4.68,2.92,0
"4651",1.01,"Very Good","F","SI2",63.3,57,4299,6.39,6.37,4.04,1
"26219",1.19,"Good","G","VVS2",61.1,61,8995,6.86,6.83,4.18,1
"25142",1.52,"Premium","H","SI2",62.6,60,6086,7.34,7.3,4.58,1
"18358",1.1,"Premium","D","VS2",60,59,6209,6.67,6.6,3.98,1
"4406",0.9,"Very Good","H","VS2",62.7,59,4155,6.1,6.15,3.84,1
"542",0.31,"Very Good","D","SI1",63.4,58,732,4.35,4.32,2.75,0
"39053",1.58,"Ideal","H","VS2",63,56,11419,7.39,7.46,4.68,1
"36999",0.74,"Premium","D","VS2",62.4,57,2855,5.8,5.74,3.6,0
"2810",0.42,"Ideal","F","SI1",60.6,57,773,4.84,4.9,2.95,0
"39925",0.53,"Ideal","H","IF",60.2,56,1712,5.29,5.32,3.19,0
"14583",1.03,"Ideal","H","SI1",62,56,4900,6.43,6.5,4.01,1
"11871",0.9,"Very Good","D","VS1",60.3,58,5331,6.23,6.28,3.77,1
"19055",1.23,"Very Good","G","SI2",60.8,59,5037,6.88,6.97,4.21,1
"9144",1.07,"Premium","G","VS1",59.6,58,5967,6.66,6.7,3.98,1
"2969",1.08,"Ideal","H","SI1",60,58,5867,6.69,6.66,4.01,1
"11832",0.3,"Very Good","H","VS1",63.2,58,630,4.26,4.22,2.68,0
"498",1.09,"Premium","H","SI1",61.6,57,5219,6.63,6.59,4.07,1
"32452",1.01,"Good","F","SI1",63.3,59,4899,6.38,6.42,4.05,1
"7939",1.06,"Premium","H","VS2",62.6,58,5889,6.54,6.49,4.08,1
"2044",0.3,"Very Good","D","VS1",60.1,58,666,4.35,4.37,2.62,0
"31279",0.33,"Ideal","H","VVS1",60.2,60,698,4.49,4.52,2.71,0
"27399",0.38,"Ideal","H","VVS2",62.5,53.4,832,4.63,4.66,2.9,0
"7641",1.6,"Premium","J","VS1",61.3,59,8870,7.49,7.52,4.6,1
"36782",0.31,"Very Good","H","VS2",58.9,61,457,4.43,4.46,2.62,0
"35944",0.31,"Premium","H","VS1",61.8,61,698,4.36,4.32,2.68,0
"17817",0.3,"Ideal","D","SI2",62,56,426,4.31,4.34,2.68,0
"32952",1.56,"Very Good","I","SI1",61.3,57,9494,7.48,7.54,4.6,1
"19494",0.27,"Very Good","E","VVS2",59.7,61,567,4.24,4.27,2.54,0
"27035",0.36,"Ideal","G","VVS2",61.8,54,794,4.59,4.61,2.84,0
"16737",0.66,"Very Good","D","VVS2",60.7,59,4311,5.6,5.67,3.42,1
"17309",1.7,"Ideal","H","VS1",62.4,55,13823,7.61,7.69,4.77,1
"15662",0.36,"Good","D","SI1",63.1,55,663,4.54,4.59,2.88,0
"35865",0.31,"Ideal","F","VS1",61.5,54,642,4.36,4.39,2.69,0
"5390",0.57,"Ideal","E","SI1",61.9,57,2257,5.35,5.31,3.3,0
"37132",0.5,"Premium","D","SI1",62.4,60,1436,5.07,5.09,3.17,0
"8732",0.27,"Very Good","E","VS2",59.5,56,470,4.2,4.31,2.53,0
"17268",0.52,"Premium","E","VS2",62.5,60,1694,5.14,5.1,3.2,0
"34117",2.22,"Premium","I","SI1",59.9,59,18432,8.46,8.41,5.05,1
"22760",0.71,"Premium","G","SI2",62.4,59,1963,5.67,5.61,3.52,0
"37380",0.24,"Ideal","F","VVS2",61.8,56,552,3.97,4.02,2.47,0
"1280",0.5,"Good","E","SI1",64.2,59,1155,5.03,4.97,3.21,0
"8340",1.16,"Ideal","I","VS2",61.5,57,5207,6.75,6.78,4.16,1
"37056",0.38,"Premium","F","VVS1",59.2,58,1200,4.76,4.8,2.83,0
"19130",0.27,"Very Good","D","VS2",62,57,470,4.11,4.15,2.56,0
"5255",0.31,"Ideal","G","VVS2",61.7,54,907,4.38,4.34,2.69,0
"4298",0.3,"Good","I","VS1",63.7,58,473,4.23,4.25,2.7,0
"12984",0.32,"Very Good","J","SI1",61.6,58,374,4.36,4.4,2.7,0
"21859",1.07,"Ideal","G","VS1",62.2,56,7748,6.53,6.56,4.07,1
"38267",0.7,"Ideal","G","SI1",62.4,56,2478,5.66,5.69,3.54,0
"9069",0.9,"Ideal","F","VS2",60.8,57,5828,6.22,6.24,3.79,1
"39718",1,"Premium","D","SI2",59.4,60,4626,6.56,6.48,3.87,1
"28219",0.83,"Good","J","SI1",60.6,63,2159,6.03,6.08,3.67,0
"616",0.43,"Premium","F","VS1",61,57,1129,4.89,4.84,2.97,0
"26987",0.4,"Very Good","G","SI1",63.3,58,840,4.69,4.66,2.96,0
"14904",1.21,"Ideal","G","SI2",62,56,6017,6.83,6.81,4.23,1
"18627",0.44,"Very Good","E","VVS2",59.6,59,1337,4.98,4.99,2.97,0
"9321",0.35,"Premium","D","SI1",60.9,58,827,4.55,4.52,2.76,0
"1671",0.9,"Premium","G","VS2",61,58,4022,6.2,6.13,3.76,1
"12139",0.32,"Very Good","J","VS1",60.6,59,421,4.42,4.46,2.69,0
"38906",2.02,"Very Good","D","SI2",60.6,57,15334,8.19,8.25,4.98,1
"37658",1.18,"Premium","I","VS1",62.6,59,5477,6.73,6.71,4.21,1
"10301",1.13,"Ideal","H","VS2",62,57,5885,6.7,6.66,4.14,1
"3466",1.4,"Premium","H","SI1",62.4,57,8223,7.19,7.11,4.46,1
"11729",0.32,"Premium","D","SI1",62.3,55,756,4.42,4.38,2.74,0
"36868",2.05,"Premium","I","SI1",60.6,58,16611,8.22,8.13,4.95,1
"35210",0.32,"Ideal","H","VVS2",61.2,56,828,4.43,4.4,2.7,0
"11282",0.43,"Premium","F","SI2",58.3,62,813,4.97,4.91,2.88,0
"37661",1.01,"Fair","I","VS2",68.7,58,3597,6.14,6,4.19,0
"16644",1.04,"Ideal","H","SI2",60.7,57,4484,6.51,6.43,3.93,1
"4137",1.5,"Good","F","VS2",63.6,55,13853,7.27,7.22,4.61,1
"30067",0.9,"Fair","I","SI1",65.8,56,2873,6.01,5.96,3.94,0
"6514",0.9,"Very Good","H","SI1",63,55,3388,6.12,6.16,3.87,0
"34676",0.41,"Ideal","H","VS2",60.7,55,1163,4.83,4.86,2.94,0
"29693",0.4,"Premium","F","VS1",62.4,59,982,4.67,4.69,2.92,0
"12085",1.22,"Ideal","H","VS2",62,58,7623,6.81,6.86,4.24,1
"25968",0.61,"Ideal","D","VVS1",62.1,56,4279,5.46,5.43,3.38,1
"34660",0.3,"Ideal","E","IF",62,54,943,4.31,4.34,2.68,0
"9230",1.21,"Ideal","F","VVS1",61.1,57,12556,6.87,6.91,4.21,1
"11097",0.9,"Very Good","F","SI2",61,61,4441,6.14,6.18,3.76,1
"33316",0.3,"Premium","I","VS1",61.9,59,527,4.31,4.24,2.65,0
"25413",0.31,"Premium","E","VS2",61.7,58,872,4.34,4.31,2.67,0
"21387",1.51,"Very Good","G","VS2",63.1,56,12551,7.33,7.29,4.61,1
"39145",0.3,"Ideal","E","VVS2",61.5,58,766,4.29,4.3,2.64,0
"33475",1,"Premium","H","VS2",61.9,61,4536,6.37,6.23,3.9,1
"21199",0.54,"Ideal","G","VS1",61.8,54,1847,5.24,5.22,3.23,0
"14920",1.5,"Ideal","H","SI1",61.3,57,10725,7.38,7.4,4.53,1
"33694",2.1,"Premium","J","VS2",61.3,59,14359,8.27,8.21,5.05,1
"30145",1.01,"Premium","E","SI2",60.4,60,4878,6.49,6.46,3.91,1
"25738",0.56,"Ideal","D","SI1",61.9,55,1803,5.31,5.29,3.28,0
"14496",1.51,"Premium","I","SI1",62.2,61,6756,7.35,7.27,4.55,1
"6839",0.91,"Premium","F","SI2",63,59,3346,6.17,6.12,3.87,0
"32299",0.9,"Very Good","D","SI1",63.4,53,4187,6.1,6.17,3.89,1
"35413",1.01,"Fair","G","SI1",65.1,57,2993,6.27,6.22,4.07,0
"30792",0.31,"Ideal","I","VS2",62,54,452,4.37,4.4,2.72,0
"39037",1.6,"Ideal","I","SI1",62,55,9376,7.53,7.59,4.69,1
"22745",1.01,"Premium","H","SI1",60.7,58,4771,6.49,6.45,3.93,1
"36050",0.33,"Premium","G","VS2",61.9,59,579,4.4,4.46,2.74,0
"36850",0.34,"Ideal","G","VVS2",62,55,722,4.47,4.5,2.78,0
"34158",0.52,"Ideal","D","VS2",61.5,56,1919,5.19,5.15,3.18,0
"6769",1.2,"Very Good","E","SI1",61,59,6703,6.91,6.83,4.19,1
"6235",0.71,"Very Good","E","VS1",62.1,60,3192,5.65,5.71,3.53,0
"39252",2.04,"Premium","E","SI2",62.7,60,15398,8.04,8,5.03,1
"20422",0.31,"Ideal","E","IF",62.2,54,987,4.33,4.35,2.7,0
"21339",0.48,"Good","G","VS2",60.3,60.7,1130,5.06,5.11,3.06,0
"18485",1.22,"Very Good","G","VS1",62.2,58,8633,6.75,6.81,4.22,1
"18950",0.3,"Ideal","G","IF",62.1,55,956,4.35,4.31,2.69,0
"7221",0.72,"Ideal","E","VS2",61.5,56,3385,5.71,5.77,3.53,0
"29412",1.6,"Premium","H","VS1",60,59,12210,7.61,7.58,4.56,1
"8821",1.83,"Premium","I","SI1",62.9,55,11883,7.9,7.78,4.93,1
"38402",0.36,"Very Good","F","VS1",59.9,58.6,825,4.62,4.66,2.77,0
"37448",1.21,"Premium","G","VVS2",62.5,55,9757,6.84,6.8,4.26,1
"5437",2,"Ideal","F","SI2",62,57,17710,8.03,8.1,5,1
"37878",1.21,"Premium","H","SI2",62.1,56,5082,6.8,6.76,4.21,1
"25441",0.32,"Ideal","H","VVS1",61.6,54,708,4.42,4.45,2.73,0
"11886",1.01,"Good","G","SI2",63.7,58,3852,6.31,6.35,4.03,0
"27669",0.7,"Good","D","SI1",64.2,62,2318,5.52,5.48,3.53,0
"21422",1.51,"Very Good","I","SI1",61.6,58,9283,7.35,7.3,4.51,1
"28387",1.14,"Ideal","G","SI1",61.7,56,6741,6.71,6.75,4.15,1
"30047",0.56,"Ideal","E","VS2",61.9,55,1819,5.29,5.34,3.29,0
"618",0.31,"Very Good","G","VVS1",59.8,62,761,4.35,4.41,2.62,0
"27100",1.16,"Premium","D","I1",61.8,59,3644,6.74,6.78,4.18,0
"10704",0.9,"Very Good","D","SI1",60.4,59,4846,6.21,6.24,3.76,1
"39155",0.55,"Very Good","G","VS2",62.3,56,1551,5.24,5.29,3.28,0
"12271",0.35,"Premium","H","VVS1",61.2,60,1024,4.55,4.5,2.77,0
"33458",0.7,"Premium","H","SI2",62.1,62,1999,5.67,5.63,3.51,0
"10688",0.55,"Ideal","G","VS2",60.1,55,1634,5.33,5.37,3.22,0
"15957",1.55,"Ideal","I","SI1",62.3,54.8,9117,7.37,7.39,4.61,1
"9609",1.22,"Premium","D","VS2",59.6,60,8950,6.97,6.95,4.15,1
"16770",1,"Very Good","F","SI1",63.4,61,4939,6.35,6.29,4.01,1
"32330",0.57,"Ideal","G","VVS2",61.7,54,2095,5.32,5.41,3.31,0
"13125",0.4,"Very Good","E","VS1",60.3,58,980,4.8,4.82,2.9,0
"33697",0.51,"Ideal","G","VVS1",61.4,56,1963,5.14,5.15,3.16,0
"32837",0.33,"Ideal","E","VS2",61.1,55,738,4.47,4.51,2.74,0
"27599",1.43,"Fair","E","SI2",66,57,6086,7.02,7,4.63,1
"7674",1.13,"Ideal","J","SI2",61.9,56,4371,6.67,6.71,4.14,1
"3240",0.3,"Good","D","SI1",63.3,59,552,4.22,4.25,2.68,0
"25218",0.27,"Ideal","D","VVS1",61.9,57,799,4.18,4.15,2.58,0
"36760",0.46,"Ideal","G","VVS1",61.5,55,1412,4.97,5.01,3.07,0
"14391",1,"Premium","F","VS2",60.6,59,5718,6.5,6.46,3.93,1
"19235",0.58,"Very Good","J","VS2",62.8,57,1090,5.28,5.33,3.33,0
"28256",0.7,"Good","F","SI1",63.1,56,2127,5.63,5.66,3.56,0
"25444",0.34,"Ideal","G","VVS2",61.1,57,775,4.48,4.52,2.75,0
"32322",0.51,"Ideal","D","VS2",61.7,55,1882,5.14,5.11,3.16,0
"28470",0.71,"Ideal","E","VS2",62.7,57,2817,5.66,5.64,3.54,0
"16192",0.41,"Good","I","VS1",63.7,57,755,4.67,4.72,2.99,0
"6941",0.23,"Very Good","E","VVS2",59.7,54,485,4.02,4.05,2.41,0
"23470",0.31,"Ideal","F","VVS1",61.8,56,884,4.33,4.37,2.69,0
"21240",0.33,"Ideal","H","VVS1",62.2,55,965,4.44,4.4,2.75,0
"6740",1.01,"Good","D","SI2",64,56,4234,6.25,6.29,4.01,1
"34424",0.26,"Ideal","G","SI1",61.8,55,377,4.08,4.11,2.53,0
"4967",1,"Good","H","SI2",57.9,62,4592,6.53,6.49,3.77,1
"16580",0.3,"Ideal","G","VS1",61.7,54.6,618,4.3,4.33,2.67,0
"34112",1.01,"Very Good","F","SI2",62.5,58,4690,6.39,6.41,4,1
"10049",0.9,"Very Good","G","SI1",63.4,54,3615,6.11,6.16,3.89,0
"26019",0.54,"Ideal","D","SI1",62.6,55,1595,5.19,5.23,3.26,0
"34003",2.28,"Premium","H","SI2",62.5,58,15413,8.39,8.33,5.23,1
"1959",0.9,"Very Good","J","VS1",62.3,56,3231,6.19,6.23,3.87,0
"30018",2.16,"Premium","I","SI1",62.9,55,17313,8.28,8.2,5.18,1
"39022",0.52,"Ideal","E","VS2",62.1,56,1694,5.2,5.17,3.22,0
"23253",0.82,"Ideal","G","SI1",60.7,57,3123,6.07,6.06,3.68,0
"13183",0.91,"Good","I","VS2",64.3,58,2863,6.05,6.09,3.9,0
"24248",0.9,"Premium","I","SI1",63,58,2861,6.09,6.01,3.81,0
"26287",1.04,"Premium","F","SI1",62.2,60,5300,6.48,6.44,4.02,1
"30376",0.31,"Premium","E","VVS2",61.3,60,1046,4.35,4.33,2.66,0
"13855",1.53,"Premium","I","VS1",61.2,59,10098,7.39,7.41,4.53,1
"27646",0.75,"Ideal","I","VS1",63,57,2613,5.8,5.82,3.66,0
"11503",1.51,"Ideal","H","VS2",61.4,58,10861,7.36,7.42,4.54,1
"24102",0.61,"Ideal","D","SI1",62,55,2029,5.47,5.44,3.38,0
"13825",0.3,"Premium","D","VS2",62,62,851,4.27,4.24,2.64,0
"24446",0.4,"Ideal","E","VS1",61.2,55,1005,4.79,4.76,2.92,0
"37703",0.53,"Ideal","H","VS1",61.2,56,1607,5.26,5.21,3.2,0
"14700",0.51,"Very Good","H","VVS1",60.9,56,1668,5.17,5.22,3.16,0
"35070",0.62,"Ideal","I","SI1",61.9,54,1271,5.48,5.5,3.4,0
"20510",0.93,"Very Good","I","VS1",62.5,58,3562,6.2,6.25,3.89,0
"33346",0.71,"Ideal","E","VS1",61.4,57,3435,5.81,5.78,3.56,0
"2481",1.24,"Premium","G","IF",60.5,58,10584,6.94,7,4.22,1
"2763",0.51,"Very Good","D","VVS2",62.4,58,2220,5.1,5.13,3.19,0
"17645",0.54,"Very Good","F","SI1",64,59,1314,5.14,5.18,3.3,0
"21751",0.74,"Premium","E","SI2",62.6,58,2617,5.77,5.73,3.6,0
"1585",0.91,"Very Good","J","VS2",61.6,58,3112,6.23,6.28,3.85,0
"20347",0.41,"Very Good","E","SI1",62.8,58,705,4.72,4.77,2.98,0
"26880",0.38,"Premium","I","VS2",60.2,58,812,4.75,4.69,2.84,0
"26160",0.61,"Ideal","F","VS2",62.4,55,2002,5.42,5.45,3.39,0
"12192",0.31,"Premium","D","SI1",62,58,571,4.3,4.35,2.68,0
"7228",0.54,"Very Good","E","SI1",59.6,62,1559,5.31,5.36,3.18,0
"8891",0.35,"Premium","E","VS2",61.6,58,767,4.52,4.57,2.8,0
"30702",0.72,"Ideal","G","VS2",61.7,55,3344,5.72,5.79,3.55,0
"11827",0.52,"Ideal","G","VS1",62.7,57,1815,5.15,5.12,3.22,0
"6669",1.01,"Very Good","I","SI2",61.5,62,3299,6.37,6.41,3.93,0
"33854",1.14,"Very Good","E","SI2",62.6,56,4915,6.63,6.69,4.17,1
"3774",0.56,"Ideal","F","VS2",62.1,57,1723,5.28,5.29,3.28,0
"24874",0.7,"Good","E","SI1",57.5,62,2498,5.81,5.85,3.35,0
"7794",0.92,"Fair","F","SI1",64.9,58,3117,6.1,6.04,3.94,0
"11028",1.27,"Ideal","J","VS2",61.6,56.1,5606,6.94,7,4.29,1
"9354",0.41,"Ideal","G","SI1",61.2,56,788,4.8,4.84,2.95,0
"37414",0.71,"Good","I","VS1",59.1,63.4,2239,5.76,5.81,3.42,0
"27971",0.52,"Ideal","D","VS2",60.3,56,1802,5.27,5.24,3.17,0
"25706",0.3,"Ideal","H","VS1",62.1,54,526,4.32,4.35,2.69,0
"16285",0.57,"Very Good","E","SI2",61.2,57,1315,5.31,5.35,3.26,0
"37427",1.01,"Ideal","E","SI2",61.5,55,5437,6.44,6.51,3.98,1
"33557",0.35,"Premium","F","VS1",60.7,58,767,4.54,4.58,2.77,0
"10759",0.3,"Very Good","J","VS1",59.5,60,427,4.39,4.45,2.63,0
"3207",0.4,"Ideal","H","VVS2",61.4,55.7,905,4.72,4.77,2.92,0
"28349",0.59,"Premium","E","VS2",60.1,59,2578,5.46,5.42,3.27,0
"5256",0.37,"Premium","D","VS2",61,59,876,4.59,4.63,2.81,0
"28397",0.71,"Premium","G","VVS2",62.1,57,2832,5.75,5.65,3.54,0
"23037",0.38,"Ideal","G","SI2",62,55,532,4.66,4.69,2.9,0
"879",0.32,"Ideal","H","SI2",61.4,56,420,4.4,4.43,2.71,0
"4752",0.33,"Ideal","E","IF",61.9,57,1129,4.41,4.45,2.74,0
"35889",1.82,"Fair","H","I1",67.3,58,5993,7.5,7.47,5.04,1
"8599",0.95,"Very Good","I","SI1",63.5,58,3378,6.19,6.16,3.92,0
"9073",1.16,"Ideal","D","SI2",62.1,54,5898,6.79,6.74,4.2,1
"30559",0.44,"Very Good","G","SI1",60.3,58,786,4.94,4.99,2.99,0
"16645",1.73,"Good","J","SI1",65.6,55,8703,7.42,7.47,4.88,1
"32483",0.33,"Premium","G","VS1",61.9,58,854,4.46,4.43,2.75,0
"18307",1.53,"Premium","F","SI2",62.6,57,9716,7.37,7.33,4.6,1
"12675",0.41,"Ideal","G","VVS2",61,57,1076,4.8,4.78,2.92,0
"111",0.51,"Very Good","H","VS1",60.7,56,1628,5.16,5.2,3.15,0
"14117",0.9,"Very Good","G","VVS2",61.4,60,5640,6.18,6.23,3.81,1
"22582",0.33,"Ideal","D","VS2",60.9,55,781,4.46,4.5,2.73,0
"16769",0.34,"Very Good","I","SI1",62.8,57,459,4.43,4.45,2.79,0
"7453",0.38,"Very Good","G","VVS1",61.3,57,995,4.62,4.68,2.85,0
"39331",0.27,"Ideal","F","VS2",60.9,57,577,4.17,4.2,2.55,0
"19396",1.12,"Premium","I","VS2",61.9,58,5119,6.68,6.63,4.12,1
"33195",1.01,"Premium","D","SI2",58,60,3604,6.58,6.53,3.8,0
"37207",0.31,"Ideal","F","VVS1",62.1,56,959,4.38,4.35,2.71,0
"29737",0.78,"Ideal","D","VS2",61.9,56,3763,5.88,5.94,3.66,0
"25710",0.41,"Premium","E","VVS1",60.7,58,1367,4.8,4.86,2.93,0
"38610",0.32,"Premium","G","SI2",62.3,58,540,4.42,4.37,2.74,0
"32042",0.41,"Ideal","F","VVS2",61,56,1115,4.78,4.82,2.93,0
"11969",2.22,"Ideal","G","SI2",60.9,57,15584,8.47,8.42,5.14,1
"7153",0.3,"Premium","F","VS2",62.5,58,605,4.29,4.32,2.69,0
"30155",0.4,"Ideal","F","VVS2",62.4,56,1088,4.72,4.74,2.95,0
"12242",0.31,"Ideal","E","VS2",60.5,56,872,4.41,4.38,2.66,0
"538",0.5,"Ideal","H","VS2",62.6,52,1408,5.06,5.09,3.18,0
"28429",1.01,"Ideal","E","SI2",61.1,59,4787,6.53,6.47,3.97,1
"30995",0.7,"Premium","H","VS1",60.6,59,2636,5.81,5.74,3.5,0
"7335",0.9,"Good","G","SI1",60.2,63,3921,6.16,6.2,3.72,0
"19935",0.32,"Good","G","SI2",63.4,55,421,4.32,4.35,2.75,0
"13347",0.41,"Good","G","SI1",64.3,54,836,4.72,4.68,3.02,0
"38502",0.33,"Premium","H","VS2",58.8,62,624,4.53,4.49,2.65,0
"32741",1.51,"Very Good","I","VS1",61.1,61,10215,7.32,7.37,4.49,1
"11999",0.72,"Good","E","VS2",60.8,62,3140,5.73,5.78,3.5,0
"26027",0.39,"Ideal","E","VS1",62.3,57,1097,4.67,4.64,2.9,0
"11690",0.31,"Very Good","G","SI1",61.9,56,462,4.34,4.38,2.7,0
"4073",1.02,"Fair","H","SI2",59.6,57,4398,6.65,6.5,3.92,1
"11049",1.06,"Very Good","H","SI1",59.3,59,5664,6.66,6.7,3.96,1
"39248",0.91,"Fair","D","I1",66.2,57,2491,6,5.94,3.95,0
"15897",1.5,"Ideal","G","SI1",61.7,56,10219,7.36,7.32,4.53,1
"29407",0.35,"Ideal","F","VS1",62.4,57,788,4.49,4.52,2.81,0
"11115",1.02,"Very Good","G","SI2",62.9,59,4291,6.38,6.4,4.02,1
"7930",2.01,"Very Good","J","SI1",61.7,59,14125,8.01,8.09,4.97,1
"27658",0.37,"Good","I","VS2",64,56,595,4.58,4.45,2.89,0
"14089",1.02,"Premium","F","SI1",61.4,58,5369,6.48,6.41,3.96,1
"28442",0.31,"Premium","F","VS2",61.4,58,802,4.4,4.36,2.69,0
"36236",0.39,"Fair","E","VS2",65.4,57,1049,4.61,4.54,2.99,0
"8859",0.53,"Good","F","SI1",63.8,58,1363,5.17,5.12,3.28,0
"14803",1.04,"Ideal","G","VS2",62.8,56,6542,6.48,6.42,4.05,1
"24237",0.54,"Ideal","G","VVS2",61,56,2090,5.3,5.25,3.22,0
"38105",1.5,"Ideal","E","SI1",61.9,57,9828,7.37,7.31,4.54,1
"8606",0.91,"Good","I","SI2",60.2,59,3034,6.24,6.29,3.77,0
"39773",0.4,"Ideal","G","SI1",62,55,692,4.72,4.76,2.94,0
"18606",0.31,"Ideal","D","VS2",62,55,734,4.36,4.38,2.71,0
"33456",0.7,"Good","H","VS1",63.9,58,2367,5.67,5.59,3.6,0
"22629",0.71,"Ideal","E","SI1",60.5,56,3527,5.81,5.84,3.53,0
"38224",0.53,"Ideal","G","IF",60.3,56,2293,5.29,5.33,3.2,0
"39138",1.02,"Ideal","F","VS2",61.5,57,6306,6.48,6.5,3.99,1
"20409",0.74,"Very Good","H","VVS2",61.3,58,2944,5.8,5.85,3.57,0
"7485",0.3,"Ideal","H","IF",61.5,56,1013,4.34,4.31,2.66,0
"18347",1.26,"Ideal","J","SI2",62.5,53,4742,6.9,6.86,4.3,1
"31037",1.03,"Very Good","D","SI2",63.7,56,4580,6.32,6.39,4.05,1
"10130",0.57,"Ideal","I","VS2",61.6,54,1258,5.35,5.4,3.31,0
"14476",1.01,"Premium","E","SI1",59.9,59,4991,6.49,6.46,3.88,1
"37745",1.46,"Ideal","G","VS2",62.3,56,10302,7.28,7.2,4.51,1
"9477",0.92,"Very Good","F","SI2",59.9,60,3625,6.26,6.29,3.76,0
"34418",0.25,"Very Good","F","VVS1",60.8,57,633,4.08,4.1,2.48,0
"29543",0.72,"Ideal","H","SI2",61.3,56,2372,5.75,5.77,3.53,0
"36316",1.21,"Very Good","F","VS1",61.1,61,9656,6.79,6.87,4.17,1
"11962",1.2,"Ideal","G","SI1",61.2,56,7920,6.87,6.88,4.21,1
"22140",1.25,"Very Good","G","VS2",62.2,57,8941,6.84,6.88,4.27,1
"24699",1.01,"Very Good","G","VVS2",62.8,58,7234,6.38,6.42,4.02,1
"24597",0.39,"Very Good","H","SI2",60.4,60,588,4.74,4.8,2.88,0
"25334",1.01,"Good","F","SI1",57.4,57,4632,6.52,6.48,3.73,1
"13413",0.33,"Ideal","D","SI1",62,56,567,4.44,4.47,2.76,0
"17501",0.81,"Very Good","D","SI1",63.1,57,3462,5.91,5.94,3.74,0
"2120",0.66,"Good","G","VS1",59,62,2055,5.66,5.72,3.35,0
"16511",0.74,"Very Good","G","SI1",62.2,59,2762,5.73,5.82,3.59,0
"31857",0.9,"Very Good","H","SI1",62.3,63,3447,6.06,6.13,3.8,0
"10082",0.5,"Good","J","SI1",59.6,60,959,5.15,5.18,3.08,0
"31447",0.41,"Premium","G","SI1",62.7,55,923,4.8,4.77,3,0
"6840",0.54,"Ideal","G","VVS2",62.1,56,1985,5.19,5.22,3.23,0
"21105",0.32,"Ideal","H","SI2",61.5,56,420,4.43,4.45,2.73,0
"24129",0.32,"Ideal","H","VVS1",61.9,56,936,4.41,4.38,2.72,0
"26701",0.33,"Premium","G","VS2",60,58,743,4.49,4.47,2.69,0
"32061",1.54,"Ideal","I","VS2",60.2,59,9600,7.52,7.57,4.54,1
"19542",0.3,"Very Good","H","VS1",60.4,61,526,4.27,4.31,2.59,0
"38212",1.7,"Premium","I","VS2",62.4,58,10910,7.61,7.56,4.73,1
"36308",1.02,"Very Good","E","VS1",60.5,60,7738,6.49,6.54,3.94,1
"21310",0.51,"Ideal","E","SI1",61.4,56,1732,5.14,5.16,3.16,0
"17892",0.31,"Very Good","F","VS2",62.8,57,625,4.34,4.36,2.73,0
"13436",1.54,"Very Good","J","SI1",61.2,59,7453,7.41,7.45,4.55,1
"17736",0.52,"Ideal","D","VVS2",60.4,57,2426,5.25,5.28,3.18,0
"39007",0.3,"Ideal","E","VVS2",61.6,56,766,4.32,4.35,2.67,0
"7874",1.23,"Ideal","I","SI2",62.3,55,4773,6.85,6.82,4.26,1
"8572",1.07,"Premium","F","SI2",60.8,58,4491,6.62,6.68,4.04,1
"14663",1.05,"Very Good","G","VS2",62.8,58,6070,6.44,6.48,4.06,1
"31399",2.01,"Good","H","SI2",63.7,59,12423,7.89,7.84,5.01,1
"500",1.01,"Premium","E","SI1",61.8,60,5279,6.36,6.4,3.94,1
"34367",0.31,"Premium","D","VS2",61.8,57,942,4.41,4.36,2.71,0
"1569",0.4,"Very Good","G","SI1",61.6,59,702,4.66,4.72,2.89,0
"24468",1.13,"Ideal","H","VS2",62,57,6045,6.61,6.69,4.12,1
"22409",0.6,"Fair","F","VVS2",60.1,66,2484,5.48,5.44,3.28,0
"9632",0.51,"Ideal","F","VS2",62,56,1595,5.11,5.14,3.18,0
"27392",0.31,"Ideal","H","VVS1",62.3,53,687,4.35,4.38,2.72,0
"23854",0.36,"Ideal","G","VVS2",61.5,55,794,4.58,4.62,2.83,0
"29164",1.14,"Very Good","G","VS2",61.3,57,6500,6.69,6.78,4.13,1
"35981",2.27,"Premium","J","VS1",62.4,58,16994,8.36,8.41,5.23,1
"8342",0.3,"Premium","D","VS2",61.9,58,710,4.28,4.32,2.66,0
"33231",0.43,"Ideal","F","SI1",61.7,54,792,4.86,4.9,3.01,0
"36833",0.32,"Good","H","SI1",63.7,55,591,4.33,4.3,2.75,0
"3661",0.41,"Ideal","D","VS2",61.7,56,1076,4.81,4.78,2.96,0
"3993",0.51,"Ideal","I","VS1",62,57,1376,5.1,5.13,3.17,0
"7491",0.79,"Ideal","I","SI1",61.6,56,2756,5.95,5.97,3.67,0
"30138",0.62,"Very Good","G","VS1",60.1,58,2161,5.52,5.54,3.32,0
"38897",0.32,"Ideal","F","VVS1",62.3,55,854,4.37,4.4,2.73,0
"6023",0.56,"Ideal","H","VS1",61.6,56,1949,5.31,5.34,3.28,0
"10565",0.33,"Ideal","G","VS1",61.4,55,854,4.48,4.44,2.74,0
"12770",1.5,"Good","F","SI2",62.9,59,7727,7.19,7.32,4.56,1
"518",0.5,"Premium","E","VS2",60.5,60,1699,5.13,5.09,3.09,0
"1706",0.83,"Ideal","H","VVS1",63.4,56,3846,5.96,5.99,3.79,0
"27422",0.83,"Very Good","H","VS1",63.1,60,3153,5.91,5.98,3.75,0
